session_id,user_id,channel,device_type,region,traffic_source,category,session_length,total_time_spent,total_interactions,num_events,converted,dropped_off,purchase_value
S0013017,U001437,app,tablet,FR,social,Accessories,12,108,12,12,1,0,56.53
S0013018,U003922,app,ios,IN,email,Shoes,7,114,7,7,0,1,0.0
S0013019,U003916,mobile,android,BR,email,Accessories,4,95,4,4,1,0,358.11
S0013020,U001047,web,desktop,JP,organic,Sports,5,74,5,5,0,1,0.0
S0013021,U003563,app,tablet,US,referral,Groceries,4,88,4,4,0,1,0.0
S0013022,U000812,mobile,ios,UK,direct,Electronics,4,92,4,4,0,1,0.0
S0013023,U001191,web,tablet,JP,paid_search,Apparel,7,140,7,7,1,0,253.85
S0013024,U002621,web,desktop,FR,social,Groceries,4,107,4,4,0,1,0.0
S0013025,U005551,mobile,ios,JP,email,Sports,3,42,3,3,1,0,468.93
S0013026,U002519,web,android,IN,email,Home,3,69,3,3,1,0,132.65
S0013027,U003371,app,desktop,FR,email,Groceries,11,189,11,11,0,1,0.0
S0013028,U005221,web,tablet,CA,email,Groceries,7,122,7,7,1,0,415.96
S0013029,U003902,mobile,android,AU,email,Accessories,6,86,6,6,0,1,0.0
S0013030,U006166,web,tablet,IN,referral,Sports,6,80,6,6,0,1,0.0
S0013031,U005118,mobile,tablet,JP,paid_search,Sports,9,183,9,9,0,1,0.0
S0013032,U000225,mobile,ios,BR,email,Beauty,8,142,8,8,0,1,0.0
S0013033,U006652,app,android,CA,direct,Apparel,5,60,5,5,0,1,0.0
S0013034,U005645,web,ios,AU,affiliate,Shoes,7,126,7,7,0,1,0.0
S0013035,U001011,app,ios,DE,affiliate,Home,5,82,5,5,0,1,0.0
S0013036,U003468,web,ios,BR,social,Home,5,86,5,5,0,1,0.0
S0013037,U003257,mobile,ios,FR,email,Accessories,5,85,5,5,0,1,0.0
S0013038,U001072,app,desktop,BR,affiliate,Shoes,5,62,5,5,0,1,0.0
S0013039,U001665,mobile,tablet,BR,referral,Shoes,9,162,9,9,0,1,0.0
S0013040,U002815,mobile,tablet,US,paid_search,Home,6,81,6,6,0,1,0.0
S0013041,U006049,app,ios,BR,organic,Home,6,130,6,6,0,1,0.0
S0013042,U000946,web,ios,JP,affiliate,Accessories,7,133,7,7,0,1,0.0
S0013043,U001585,web,android,AU,email,Sports,6,93,6,6,0,1,0.0
S0013044,U002690,mobile,desktop,US,referral,Sports,10,132,10,10,0,1,0.0
S0013045,U005708,web,android,AU,paid_search,Groceries,7,153,7,7,1,0,295.18
S0013046,U003766,mobile,desktop,UK,organic,Sports,7,133,7,7,0,1,0.0
S0013047,U004441,mobile,ios,AU,paid_search,Sports,6,88,6,6,1,0,30.65
S0013048,U003522,mobile,ios,DE,referral,Beauty,3,51,3,3,0,1,0.0
S0013049,U004539,app,desktop,AU,affiliate,Accessories,9,175,9,9,0,1,0.0
S0013050,U001073,mobile,desktop,AU,paid_search,Home,7,118,7,7,1,0,125.02
S0013051,U004754,app,android,FR,organic,Sports,10,173,10,10,1,0,408.84
S0013052,U000589,web,android,AU,organic,Home,7,131,7,7,0,1,0.0
S0013053,U001713,app,desktop,US,social,Groceries,6,105,6,6,1,0,202.09
S0013054,U000336,mobile,ios,BR,email,Shoes,3,65,3,3,0,1,0.0
S0013055,U000288,web,desktop,CA,paid_search,Sports,7,129,7,7,1,0,444.17
S0013056,U003195,app,android,US,social,Accessories,6,136,6,6,0,1,0.0
S0013057,U004516,mobile,ios,AU,affiliate,Home,6,90,6,6,0,1,0.0
S0013058,U006487,app,tablet,CA,social,Beauty,7,83,7,7,0,1,0.0
S0013059,U003859,mobile,tablet,AU,organic,Sports,8,179,8,8,0,1,0.0
S0013060,U003748,mobile,android,FR,affiliate,Home,6,102,6,6,0,1,0.0
S0013061,U004700,web,tablet,BR,organic,Accessories,9,125,9,9,0,1,0.0
S0013062,U006110,web,tablet,IN,paid_search,Groceries,6,105,6,6,0,1,0.0
S0013063,U000347,app,android,DE,direct,Electronics,7,102,7,7,1,0,492.12
S0013064,U002827,mobile,tablet,JP,direct,Groceries,4,54,4,4,1,0,475.01
S0013065,U005579,web,tablet,IN,social,Home,4,62,4,4,0,1,0.0
S0013066,U007396,mobile,ios,IN,affiliate,Shoes,6,61,6,6,0,1,0.0
S0013067,U006970,app,desktop,IN,social,Sports,8,140,8,8,0,1,0.0
S0013068,U005534,app,ios,AU,email,Home,7,104,7,7,0,1,0.0
S0013069,U004554,app,desktop,US,organic,Sports,6,80,6,6,1,0,41.02
S0013070,U001504,web,tablet,UK,direct,Accessories,9,163,9,9,0,1,0.0
S0013071,U006946,mobile,desktop,DE,paid_search,Accessories,9,200,9,9,0,1,0.0
S0013072,U006420,app,android,CA,affiliate,Shoes,6,115,6,6,1,0,218.81
S0013073,U007310,web,ios,BR,social,Shoes,5,150,5,5,1,0,444.17
S0013074,U004053,web,tablet,UK,direct,Shoes,5,72,5,5,0,1,0.0
S0013075,U005188,web,android,IN,referral,Shoes,4,80,4,4,0,1,0.0
S0013076,U004912,web,ios,US,referral,Sports,5,84,5,5,0,1,0.0
S0013077,U000562,app,android,FR,organic,Beauty,5,80,5,5,0,1,0.0
S0013078,U003893,web,desktop,DE,direct,Electronics,6,113,6,6,0,1,0.0
S0013079,U000190,web,desktop,IN,email,Beauty,3,37,3,3,0,1,0.0
S0013080,U005671,mobile,tablet,FR,email,Beauty,6,69,6,6,0,1,0.0
S0013081,U003043,mobile,desktop,IN,direct,Apparel,4,26,4,4,0,1,0.0
S0013082,U000700,web,desktop,AU,social,Home,11,174,11,11,0,1,0.0
S0013083,U003041,mobile,android,BR,organic,Groceries,9,140,9,9,0,1,0.0
S0013084,U005478,web,tablet,BR,email,Electronics,5,87,5,5,0,1,0.0
S0013085,U001054,mobile,desktop,FR,email,Sports,7,141,7,7,0,1,0.0
S0013086,U005968,web,desktop,US,direct,Shoes,4,76,4,4,0,1,0.0
S0013087,U000507,mobile,tablet,US,referral,Beauty,8,170,8,8,1,0,463.16
S0013088,U001059,app,tablet,FR,paid_search,Home,7,134,7,7,1,0,80.19
S0013089,U004042,mobile,android,US,referral,Apparel,6,84,6,6,0,1,0.0
S0013090,U000901,web,android,CA,affiliate,Groceries,7,146,7,7,0,1,0.0
S0013091,U003795,mobile,android,BR,referral,Beauty,3,44,3,3,0,1,0.0
S0013092,U002171,web,android,JP,affiliate,Groceries,8,151,8,8,0,1,0.0
S0013093,U004950,mobile,ios,CA,affiliate,Home,5,73,5,5,0,1,0.0
S0013094,U003239,mobile,tablet,BR,direct,Groceries,7,89,7,7,0,1,0.0
S0013095,U004309,web,tablet,AU,social,Beauty,7,105,7,7,0,1,0.0
S0013096,U000201,app,tablet,JP,social,Shoes,5,111,5,5,0,1,0.0
S0013097,U000779,app,desktop,DE,affiliate,Beauty,6,83,6,6,0,1,0.0
S0013098,U000465,app,android,BR,social,Sports,5,117,5,5,1,0,172.12
S0013099,U003999,mobile,ios,JP,paid_search,Electronics,4,73,4,4,0,1,0.0
S0013100,U005599,web,android,FR,paid_search,Beauty,4,62,4,4,1,0,185.31
S0013101,U004229,mobile,tablet,DE,paid_search,Groceries,6,106,6,6,0,1,0.0
S0013102,U003138,web,ios,CA,direct,Beauty,3,30,3,3,0,1,0.0
S0013103,U005749,mobile,ios,BR,referral,Sports,9,112,9,9,0,1,0.0
S0013104,U001813,app,android,IN,social,Groceries,9,154,9,9,1,0,90.3
S0013105,U000473,app,ios,CA,paid_search,Groceries,3,39,3,3,0,1,0.0
S0013106,U004179,mobile,ios,IN,paid_search,Sports,5,103,5,5,0,1,0.0
S0013107,U004498,mobile,android,US,social,Beauty,8,139,8,8,0,1,0.0
S0013108,U004970,web,android,UK,affiliate,Beauty,8,145,8,8,1,0,71.54
S0013109,U001108,app,tablet,JP,organic,Beauty,4,74,4,4,1,0,74.72
S0013110,U007036,mobile,tablet,DE,paid_search,Groceries,7,137,7,7,0,1,0.0
S0013111,U001645,mobile,desktop,UK,referral,Shoes,3,74,3,3,0,1,0.0
S0013112,U004769,web,ios,DE,organic,Electronics,8,131,8,8,0,1,0.0
S0013113,U003508,app,desktop,AU,direct,Beauty,8,115,8,8,0,1,0.0
S0013114,U001731,mobile,android,JP,referral,Home,6,81,6,6,0,1,0.0
S0013115,U005429,mobile,desktop,CA,affiliate,Groceries,6,87,6,6,0,1,0.0
S0013116,U001249,web,desktop,JP,direct,Sports,6,74,6,6,1,0,143.59
S0013117,U005966,mobile,desktop,US,email,Sports,3,40,3,3,0,1,0.0
S0013118,U004300,web,android,CA,social,Groceries,6,85,6,6,0,1,0.0
S0013119,U006869,app,tablet,US,social,Beauty,6,99,6,6,0,1,0.0
S0013120,U002184,mobile,tablet,US,affiliate,Beauty,6,150,6,6,0,1,0.0
S0013121,U001805,web,desktop,AU,social,Apparel,7,90,7,7,0,1,0.0
S0013122,U004256,mobile,desktop,FR,social,Groceries,8,124,8,8,1,0,264.75
S0013123,U005005,mobile,tablet,UK,affiliate,Groceries,10,172,10,10,0,1,0.0
S0013124,U006312,app,ios,CA,paid_search,Groceries,4,73,4,4,1,0,228.96
S0013125,U005912,app,tablet,CA,social,Beauty,3,76,3,3,0,1,0.0
S0013126,U004726,mobile,desktop,IN,email,Accessories,5,104,5,5,1,0,55.06
S0013127,U007463,app,tablet,UK,paid_search,Apparel,4,65,4,4,0,1,0.0
S0013128,U005634,web,desktop,US,direct,Apparel,8,139,8,8,0,1,0.0
S0013129,U004460,app,desktop,DE,social,Accessories,5,76,5,5,0,1,0.0
S0013130,U000871,mobile,tablet,FR,direct,Apparel,4,81,4,4,0,1,0.0
S0013131,U001039,mobile,desktop,JP,social,Home,8,140,8,8,0,1,0.0
S0013132,U005675,app,tablet,FR,email,Electronics,6,69,6,6,0,1,0.0
S0013133,U002947,app,desktop,UK,affiliate,Home,9,168,9,9,0,1,0.0
S0013134,U006666,mobile,desktop,BR,affiliate,Electronics,4,61,4,4,0,1,0.0
S0013135,U001362,web,android,DE,organic,Sports,9,139,9,9,0,1,0.0
S0013136,U004715,mobile,tablet,CA,referral,Groceries,8,136,8,8,0,1,0.0
S0013137,U007347,app,ios,AU,referral,Accessories,8,148,8,8,0,1,0.0
S0013138,U003722,mobile,ios,JP,organic,Electronics,7,117,7,7,0,1,0.0
S0013139,U006511,mobile,desktop,AU,social,Groceries,7,127,7,7,0,1,0.0
S0013140,U006925,web,desktop,UK,email,Home,9,167,9,9,0,1,0.0
S0013141,U003002,mobile,android,DE,organic,Accessories,4,87,4,4,0,1,0.0
S0013142,U000909,app,desktop,BR,organic,Electronics,6,78,6,6,0,1,0.0
S0013143,U004157,app,ios,FR,organic,Shoes,6,112,6,6,0,1,0.0
S0013144,U006010,mobile,tablet,BR,referral,Electronics,7,121,7,7,1,0,237.0
S0013145,U001540,mobile,tablet,AU,email,Electronics,9,180,9,9,0,1,0.0
S0013146,U003289,app,desktop,UK,social,Groceries,4,37,4,4,1,0,20.56
S0013147,U004770,app,android,DE,referral,Accessories,5,106,5,5,1,0,312.35
S0013148,U007437,mobile,android,UK,organic,Groceries,3,75,3,3,0,1,0.0
S0013149,U005424,mobile,tablet,UK,direct,Home,3,56,3,3,0,1,0.0
S0013150,U006826,mobile,tablet,DE,paid_search,Electronics,7,139,7,7,1,0,272.05
S0013151,U001354,app,android,AU,social,Sports,8,162,8,8,0,1,0.0
S0013152,U001673,app,ios,IN,referral,Groceries,4,65,4,4,0,1,0.0
S0013153,U001705,web,ios,JP,email,Electronics,4,45,4,4,0,1,0.0
S0013154,U005014,web,tablet,FR,paid_search,Apparel,6,69,6,6,0,1,0.0
S0013155,U004514,mobile,ios,UK,paid_search,Sports,3,27,3,3,0,1,0.0
S0013156,U001472,app,android,JP,social,Shoes,7,98,7,7,0,1,0.0
S0013157,U004559,mobile,desktop,DE,organic,Home,9,158,9,9,1,0,48.8
S0013158,U002892,app,tablet,DE,direct,Groceries,7,158,7,7,0,1,0.0
S0013159,U001267,mobile,tablet,UK,paid_search,Beauty,7,140,7,7,1,0,27.64
S0013160,U001022,mobile,ios,FR,email,Groceries,6,101,6,6,1,0,439.21
S0013161,U002595,mobile,tablet,DE,social,Home,5,88,5,5,0,1,0.0
S0013162,U002874,mobile,desktop,FR,direct,Groceries,8,147,8,8,0,1,0.0
S0013163,U005071,app,android,CA,social,Sports,3,57,3,3,0,1,0.0
S0013164,U000028,web,tablet,JP,affiliate,Apparel,4,49,4,4,0,1,0.0
S0013165,U002174,mobile,ios,AU,social,Electronics,6,105,6,6,0,1,0.0
S0013166,U003798,mobile,ios,BR,paid_search,Beauty,9,140,9,9,0,1,0.0
S0013167,U004764,web,android,US,referral,Beauty,6,128,6,6,0,1,0.0
S0013168,U007283,app,android,US,paid_search,Groceries,4,86,4,4,0,1,0.0
S0013169,U003589,mobile,desktop,DE,direct,Accessories,7,96,7,7,0,1,0.0
S0013170,U002712,mobile,android,DE,referral,Apparel,6,100,6,6,1,0,54.22
S0013171,U001855,app,desktop,CA,email,Electronics,6,92,6,6,0,1,0.0
S0013172,U004222,web,desktop,UK,organic,Shoes,5,100,5,5,0,1,0.0
S0013173,U000756,mobile,tablet,DE,organic,Beauty,9,199,9,9,1,0,297.46
S0013174,U000331,web,ios,IN,direct,Home,4,71,4,4,0,1,0.0
S0013175,U002559,web,ios,CA,social,Shoes,4,27,4,4,1,0,261.8
S0013176,U005187,web,android,FR,paid_search,Groceries,9,235,9,9,0,1,0.0
S0013177,U005839,mobile,desktop,UK,paid_search,Accessories,7,123,7,7,0,1,0.0
S0013178,U000896,app,tablet,DE,organic,Apparel,5,79,5,5,0,1,0.0
S0013179,U004674,mobile,ios,JP,affiliate,Sports,6,106,6,6,0,1,0.0
S0013180,U007270,app,desktop,US,direct,Shoes,6,111,6,6,0,1,0.0
S0013181,U002433,mobile,ios,CA,email,Groceries,7,97,7,7,0,1,0.0
S0013182,U000683,web,android,IN,referral,Apparel,7,102,7,7,1,0,51.37
S0013183,U006136,app,tablet,FR,social,Apparel,5,118,5,5,0,1,0.0
S0013184,U001746,mobile,android,US,referral,Beauty,7,101,7,7,0,1,0.0
S0013185,U006567,app,desktop,DE,affiliate,Beauty,8,140,8,8,0,1,0.0
S0013186,U002190,app,desktop,JP,direct,Beauty,7,123,7,7,0,1,0.0
S0013187,U002311,mobile,ios,JP,email,Home,4,53,4,4,1,0,73.98
S0013188,U002253,web,ios,UK,organic,Groceries,9,161,9,9,1,0,21.6
S0013189,U002822,mobile,ios,AU,paid_search,Accessories,7,93,7,7,0,1,0.0
S0013190,U006637,app,android,US,direct,Groceries,6,111,6,6,0,1,0.0
S0013191,U001695,mobile,android,IN,referral,Sports,6,90,6,6,0,1,0.0
S0013192,U005350,app,android,BR,organic,Home,9,121,9,9,1,0,50.29
S0013193,U004015,mobile,tablet,UK,organic,Accessories,9,197,9,9,0,1,0.0
S0013194,U002577,mobile,android,JP,affiliate,Home,6,150,6,6,1,0,396.41
S0013195,U006158,app,tablet,IN,affiliate,Electronics,6,120,6,6,0,1,0.0
S0013196,U003844,app,desktop,DE,direct,Beauty,6,75,6,6,0,1,0.0
S0013197,U000196,web,tablet,AU,paid_search,Accessories,9,166,9,9,1,0,144.61
S0013198,U000205,app,tablet,DE,affiliate,Home,7,93,7,7,1,0,14.1
S0013199,U003992,app,tablet,US,referral,Apparel,7,127,7,7,0,1,0.0
S0013200,U003885,app,ios,US,social,Groceries,9,210,9,9,0,1,0.0
S0013201,U005469,app,ios,AU,direct,Accessories,5,129,5,5,0,1,0.0
S0013202,U007131,web,tablet,UK,direct,Groceries,7,139,7,7,0,1,0.0
S0013203,U004391,app,ios,JP,referral,Sports,8,138,8,8,0,1,0.0
S0013204,U007403,mobile,tablet,UK,referral,Beauty,7,114,7,7,1,0,292.14
S0013205,U003674,web,android,US,email,Accessories,12,199,12,12,0,1,0.0
S0013206,U005221,mobile,tablet,DE,paid_search,Accessories,5,96,5,5,0,1,0.0
S0013207,U002959,web,desktop,FR,paid_search,Sports,5,90,5,5,0,1,0.0
S0013208,U007135,web,desktop,BR,paid_search,Beauty,9,182,9,9,0,1,0.0
S0013209,U002118,app,android,UK,email,Apparel,3,49,3,3,0,1,0.0
S0013210,U005500,mobile,android,AU,referral,Shoes,5,89,5,5,0,1,0.0
S0013211,U001592,app,android,DE,affiliate,Accessories,9,172,9,9,0,1,0.0
S0013212,U004156,app,ios,AU,social,Accessories,7,118,7,7,0,1,0.0
S0013213,U005211,app,desktop,US,affiliate,Beauty,7,117,7,7,0,1,0.0
S0013214,U005885,mobile,ios,AU,affiliate,Apparel,8,132,8,8,0,1,0.0
S0013215,U002297,web,ios,FR,affiliate,Home,10,161,10,10,0,1,0.0
S0013216,U000172,app,ios,IN,organic,Accessories,7,131,7,7,1,0,212.7
S0013217,U002126,web,desktop,JP,direct,Sports,9,163,9,9,0,1,0.0
S0013218,U001500,web,android,CA,email,Sports,3,78,3,3,0,1,0.0
S0013219,U004838,app,android,CA,paid_search,Groceries,4,40,4,4,0,1,0.0
S0013220,U006791,mobile,tablet,US,affiliate,Groceries,6,103,6,6,0,1,0.0
S0013221,U000957,mobile,ios,JP,affiliate,Electronics,4,67,4,4,0,1,0.0
S0013222,U004432,mobile,tablet,CA,social,Beauty,6,95,6,6,0,1,0.0
S0013223,U004136,mobile,ios,US,affiliate,Beauty,7,159,7,7,1,0,343.7
S0013224,U000305,mobile,tablet,FR,direct,Shoes,6,102,6,6,0,1,0.0
S0013225,U001099,web,android,US,social,Accessories,5,134,5,5,0,1,0.0
S0013226,U003845,web,ios,BR,affiliate,Apparel,8,112,8,8,0,1,0.0
S0013227,U001388,app,android,AU,organic,Shoes,6,70,6,6,1,0,219.76
S0013228,U005416,app,tablet,BR,referral,Home,3,51,3,3,1,0,468.73
S0013229,U003612,mobile,ios,AU,organic,Sports,7,127,7,7,0,1,0.0
S0013230,U001553,mobile,desktop,US,organic,Beauty,7,106,7,7,1,0,73.72
S0013231,U005397,web,tablet,AU,social,Accessories,4,89,4,4,0,1,0.0
S0013232,U006352,app,android,DE,email,Electronics,7,113,7,7,1,0,250.46
S0013233,U006714,app,desktop,US,direct,Accessories,7,116,7,7,0,1,0.0
S0013234,U005789,mobile,android,CA,paid_search,Accessories,9,202,9,9,0,1,0.0
S0013235,U002217,mobile,android,DE,paid_search,Home,3,57,3,3,0,1,0.0
S0013236,U005078,mobile,ios,DE,social,Sports,7,136,7,7,1,0,440.16
S0013237,U006055,app,ios,IN,social,Apparel,6,114,6,6,0,1,0.0
S0013238,U004036,app,desktop,FR,social,Accessories,4,85,4,4,1,0,331.05
S0013239,U005469,web,ios,US,direct,Shoes,6,117,6,6,0,1,0.0
S0013240,U005783,mobile,android,BR,email,Accessories,7,126,7,7,0,1,0.0
S0013241,U006242,web,desktop,US,organic,Apparel,7,89,7,7,0,1,0.0
S0013242,U006155,app,ios,IN,organic,Sports,5,87,5,5,0,1,0.0
S0013243,U000652,mobile,ios,UK,referral,Apparel,7,124,7,7,0,1,0.0
S0013244,U005581,mobile,tablet,JP,paid_search,Beauty,6,111,6,6,0,1,0.0
S0013245,U001093,mobile,ios,FR,paid_search,Electronics,5,80,5,5,0,1,0.0
S0013246,U007388,web,ios,US,paid_search,Home,5,110,5,5,0,1,0.0
S0013247,U005193,web,tablet,FR,email,Beauty,6,143,6,6,0,1,0.0
S0013248,U005044,web,android,DE,social,Beauty,7,134,7,7,0,1,0.0
S0013249,U003414,mobile,ios,IN,paid_search,Electronics,5,85,5,5,1,0,88.9
S0013250,U004039,app,desktop,DE,social,Apparel,10,212,10,10,0,1,0.0
S0013251,U000879,app,tablet,US,paid_search,Electronics,3,48,3,3,1,0,25.84
S0013252,U002230,app,android,JP,email,Apparel,4,73,4,4,0,1,0.0
S0013253,U005550,web,ios,BR,email,Home,8,155,8,8,0,1,0.0
S0013254,U002752,mobile,desktop,IN,affiliate,Apparel,9,169,9,9,0,1,0.0
S0013255,U002573,mobile,tablet,JP,paid_search,Sports,6,96,6,6,0,1,0.0
S0013256,U000550,mobile,desktop,CA,referral,Home,8,158,8,8,1,0,387.26
S0013257,U003513,mobile,tablet,AU,direct,Electronics,4,95,4,4,0,1,0.0
S0013258,U007389,web,android,BR,email,Shoes,7,125,7,7,0,1,0.0
S0013259,U005456,mobile,desktop,UK,paid_search,Accessories,9,209,9,9,0,1,0.0
S0013260,U006826,mobile,tablet,IN,organic,Accessories,3,71,3,3,0,1,0.0
S0013261,U007102,app,tablet,BR,organic,Beauty,5,86,5,5,0,1,0.0
S0013262,U006032,mobile,android,JP,direct,Electronics,11,148,11,11,1,0,51.09
S0013263,U002453,web,tablet,DE,paid_search,Shoes,4,65,4,4,0,1,0.0
S0013264,U005800,web,desktop,BR,organic,Apparel,3,67,3,3,0,1,0.0
S0013265,U005137,mobile,android,DE,email,Beauty,8,101,8,8,1,0,178.31
S0013266,U000614,mobile,tablet,DE,email,Shoes,7,102,7,7,0,1,0.0
S0013267,U002223,mobile,desktop,FR,direct,Sports,6,116,6,6,0,1,0.0
S0013268,U000088,mobile,ios,US,organic,Shoes,11,209,11,11,0,1,0.0
S0013269,U001714,web,android,IN,paid_search,Sports,4,60,4,4,0,1,0.0
S0013270,U002283,app,tablet,UK,email,Beauty,4,71,4,4,0,1,0.0
S0013271,U003651,app,tablet,BR,paid_search,Home,9,132,9,9,0,1,0.0
S0013272,U000396,web,android,JP,social,Beauty,5,61,5,5,1,0,84.54
S0013273,U004308,app,android,IN,direct,Accessories,6,105,6,6,0,1,0.0
S0013274,U001618,app,android,UK,email,Electronics,7,107,7,7,1,0,184.73
S0013275,U001616,web,tablet,AU,referral,Groceries,4,71,4,4,0,1,0.0
S0013276,U006223,app,tablet,US,social,Sports,6,117,6,6,1,0,433.04
S0013277,U005155,app,tablet,CA,organic,Home,3,66,3,3,1,0,126.45
S0013278,U006576,web,android,US,email,Groceries,4,85,4,4,0,1,0.0
S0013279,U004259,mobile,android,CA,organic,Sports,6,145,6,6,1,0,377.59
S0013280,U006012,web,android,FR,direct,Groceries,5,111,5,5,1,0,399.66
S0013281,U004578,app,android,FR,email,Apparel,7,137,7,7,1,0,53.1
S0013282,U003279,web,tablet,UK,social,Home,3,86,3,3,0,1,0.0
S0013283,U006893,mobile,ios,CA,paid_search,Apparel,5,87,5,5,0,1,0.0
S0013284,U007401,mobile,tablet,FR,referral,Sports,4,40,4,4,0,1,0.0
S0013285,U000925,web,desktop,US,affiliate,Accessories,8,100,8,8,0,1,0.0
S0013286,U006821,app,android,UK,email,Sports,5,129,5,5,1,0,437.98
S0013287,U002548,mobile,ios,CA,referral,Apparel,9,162,9,9,1,0,143.98
S0013288,U000214,mobile,tablet,UK,organic,Groceries,4,76,4,4,0,1,0.0
S0013289,U000716,app,tablet,CA,affiliate,Beauty,7,180,7,7,0,1,0.0
S0013290,U001881,mobile,ios,IN,referral,Accessories,6,109,6,6,0,1,0.0
S0013291,U007027,web,android,CA,paid_search,Apparel,4,59,4,4,0,1,0.0
S0013292,U006598,app,ios,FR,affiliate,Shoes,3,97,3,3,0,1,0.0
S0013293,U000354,app,desktop,BR,social,Shoes,6,113,6,6,0,1,0.0
S0013294,U006272,app,ios,UK,direct,Beauty,7,88,7,7,0,1,0.0
S0013295,U005063,web,ios,JP,organic,Sports,5,80,5,5,1,0,91.08
S0013296,U000692,app,ios,CA,paid_search,Electronics,6,90,6,6,0,1,0.0
S0013297,U005479,mobile,desktop,IN,referral,Beauty,5,82,5,5,0,1,0.0
S0013298,U005529,mobile,ios,JP,affiliate,Accessories,3,45,3,3,1,0,69.11
S0013299,U004052,web,tablet,CA,paid_search,Sports,4,96,4,4,0,1,0.0
S0013300,U000222,web,desktop,DE,paid_search,Accessories,6,111,6,6,0,1,0.0
S0013301,U000236,web,ios,US,referral,Accessories,6,121,6,6,0,1,0.0
S0013302,U001848,mobile,ios,CA,paid_search,Sports,3,35,3,3,0,1,0.0
S0013303,U003131,mobile,desktop,DE,affiliate,Groceries,5,67,5,5,0,1,0.0
S0013304,U000225,web,tablet,IN,organic,Shoes,4,57,4,4,0,1,0.0
S0013305,U005236,web,android,FR,affiliate,Home,6,142,6,6,0,1,0.0
S0013306,U001332,app,tablet,JP,email,Electronics,3,61,3,3,0,1,0.0
S0013307,U002600,mobile,android,US,paid_search,Shoes,3,75,3,3,1,0,485.11
S0013308,U001405,app,desktop,FR,paid_search,Electronics,4,57,4,4,1,0,238.67
S0013309,U000927,mobile,desktop,US,affiliate,Groceries,5,69,5,5,0,1,0.0
S0013310,U001559,mobile,tablet,FR,email,Accessories,6,109,6,6,1,0,56.05
S0013311,U006538,mobile,tablet,BR,direct,Sports,3,31,3,3,0,1,0.0
S0013312,U005343,app,tablet,CA,paid_search,Electronics,4,75,4,4,0,1,0.0
S0013313,U003064,web,desktop,FR,social,Shoes,5,117,5,5,0,1,0.0
S0013314,U002293,app,ios,CA,paid_search,Accessories,9,112,9,9,0,1,0.0
S0013315,U004808,web,android,BR,direct,Electronics,6,119,6,6,0,1,0.0
S0013316,U004565,web,ios,DE,referral,Accessories,8,131,8,8,0,1,0.0
S0013317,U004564,mobile,android,UK,affiliate,Groceries,8,142,8,8,0,1,0.0
S0013318,U002357,mobile,tablet,FR,direct,Accessories,6,98,6,6,0,1,0.0
S0013319,U001874,app,desktop,UK,organic,Accessories,6,106,6,6,1,0,33.49
S0013320,U004026,app,ios,CA,direct,Shoes,6,118,6,6,0,1,0.0
S0013321,U002744,web,android,CA,referral,Groceries,6,110,6,6,0,1,0.0
S0013322,U000702,mobile,android,BR,referral,Accessories,8,152,8,8,0,1,0.0
S0013323,U000018,app,android,FR,social,Shoes,4,89,4,4,1,0,322.23
S0013324,U005190,web,desktop,BR,email,Accessories,5,80,5,5,0,1,0.0
S0013325,U007219,app,android,BR,organic,Electronics,6,78,6,6,0,1,0.0
S0013326,U004466,mobile,desktop,UK,social,Electronics,3,44,3,3,0,1,0.0
S0013327,U004302,mobile,android,JP,paid_search,Home,6,89,6,6,0,1,0.0
S0013328,U002364,mobile,desktop,CA,email,Home,6,80,6,6,0,1,0.0
S0013329,U003539,mobile,android,IN,organic,Electronics,6,86,6,6,0,1,0.0
S0013330,U003984,app,tablet,UK,referral,Home,7,167,7,7,0,1,0.0
S0013331,U000422,app,desktop,IN,direct,Home,6,77,6,6,0,1,0.0
S0013332,U005792,mobile,android,JP,organic,Groceries,5,54,5,5,0,1,0.0
S0013333,U005999,web,android,CA,paid_search,Electronics,4,41,4,4,1,0,295.18
S0013334,U000938,app,tablet,FR,paid_search,Groceries,12,235,12,12,0,1,0.0
S0013335,U001395,mobile,ios,AU,organic,Sports,7,133,7,7,0,1,0.0
S0013336,U003959,app,tablet,FR,email,Accessories,3,64,3,3,0,1,0.0
S0013337,U006154,mobile,android,AU,direct,Sports,5,100,5,5,0,1,0.0
S0013338,U007493,mobile,desktop,CA,email,Groceries,5,75,5,5,0,1,0.0
S0013339,U007157,mobile,desktop,US,social,Electronics,5,120,5,5,0,1,0.0
S0013340,U001090,web,tablet,US,email,Shoes,6,103,6,6,0,1,0.0
S0013341,U004964,mobile,desktop,DE,direct,Electronics,6,75,6,6,0,1,0.0
S0013342,U004433,app,desktop,IN,affiliate,Beauty,9,81,9,9,0,1,0.0
S0013343,U004470,app,ios,JP,social,Beauty,10,153,10,10,0,1,0.0
S0013344,U006645,app,tablet,AU,social,Home,8,139,8,8,0,1,0.0
S0013345,U005962,web,android,JP,referral,Electronics,9,122,9,9,0,1,0.0
S0013346,U005255,mobile,desktop,AU,direct,Beauty,7,138,7,7,1,0,191.76
S0013347,U004475,app,android,BR,email,Beauty,10,137,10,10,0,1,0.0
S0013348,U004071,app,ios,DE,email,Accessories,6,114,6,6,0,1,0.0
S0013349,U004392,mobile,ios,US,email,Sports,4,50,4,4,0,1,0.0
